Site,Treatment,Plant Species,Plant,total_bugs,HerbivoryRatePlantLevel,Sum(p_x_lp),rich,Plot_Classification,density_intra
7ZM,CasSylTreMic,CasSyl,1,1,0,0.693147181,1,Hetero.diff,12
7ZM,CasSylTreMic,CasSyl,2,0,0,0,0,Hetero.diff,12
7ZM,CasSylTreMic,TreMic,3,0,0,0,0,Hetero.diff,12
7ZM,CasSylTreMic,TreMic,4,0,0,0,0,Hetero.diff,12
7ZM,CelIgu,CelIgu,1,2,0,0.405465108,2,Intra,24
7ZM,CelIgu,CelIgu,2,0,0,0,0,Intra,24
7ZM,CelIgu,CelIgu,3,0,0,0,0,Intra,24
7ZM,CelIgu,CelIgu,4,3,0,0.287682072,3,Intra,24
7ZM,CelIguTreMic,CapBac,9,0,0,0,0,Hetero.same,12
7ZM,CelIguTreMic,CasSyl,12,0,0,0,0,Hetero.same,12
7ZM,CelIguTreMic,CelIgu,3,0,0,0,0,Hetero.same,12
7ZM,CelIguTreMic,CelIgu,4,0,0,0,0,Hetero.same,12
7ZM,CelIguTreMic,CelIgu,10,0,0,0,0,Hetero.same,12
7ZM,CelIguTreMic,TreMic,1,0,0,0,0,Hetero.same,12
7ZM,CelIguTreMic,TreMic,2,0,0,0,0,Hetero.same,12
7ZM,CelIguTreMic,TreMic,11,0,0,0,0,Hetero.same,12
7ZM,TreMic,TreMic,1,2,0,0.405465108,2,Intra,24
7ZM,TreMic,TreMic,2,0,0,0,0,Intra,24
7ZM,TreMic,TreMic,3,1,0,0.693147181,1,Intra,24
7ZM,TreMic,TreMic,4,0,0,0,0,Intra,24
8NEI,AcnArb,AcnArb,1,57,0,0.460118365,5,Intra,24
8NEI,AcnArb,AcnArb,2,0,0,0,0,Intra,24
8NEI,AcnArb,AcnArb,3,169,0,0.607798626,4,Intra,24
8NEI,AcnArb,AcnArb,4,174,0,0.576618101,4,Intra,24
8NEI,AcnArbCapBac,AcnArb,1,1,0,0.693147181,1,Hetero.same,12
8NEI,AcnArbCapBac,AcnArb,2,1,0,0.693147181,1,Hetero.same,12
8NEI,AcnArbCapBac,CapBac,3,0,0,0,0,Hetero.same,12
8NEI,AcnArbCapBac,CapBac,4,0,0,0,0,Hetero.same,12
8NEI,AcnArbCasDec,AcnArb,1,1,0,0.693147181,1,Hetero.diff,12
8NEI,AcnArbCasDec,AcnArb,2,1,0,0.693147181,1,Hetero.diff,12
8NEI,AcnArbCasDec,CasDec,3,0,0,0,0,Hetero.diff,12
8NEI,AcnArbCasDec,CasDec,4,1,0,0.693147181,1,Hetero.diff,12
8NEI,AcnArbCasSyl,AcnArb,3,0,0,0,0,Hetero.diff,12
8NEI,AcnArbCasSyl,AcnArb,4,1,0,0.693147181,1,Hetero.diff,12
8NEI,AcnArbCasSyl,CasSyl,1,2,0,0.405465108,2,Hetero.diff,12
8NEI,AcnArbCasSyl,CasSyl,2,0,0,0,0,Hetero.diff,12
8NEI,AcnArbCelIgu,AcnArb,3,2,0,0.405465108,2,Hetero.diff,12
8NEI,AcnArbCelIgu,AcnArb,4,5,0,0.182321557,5,Hetero.diff,12
8NEI,AcnArbCelIgu,CelIgu,1,0,0,0,0,Hetero.diff,12
8NEI,AcnArbCelIgu,CelIgu,2,4,0,0.31430433,3,Hetero.diff,12
8NEI,AcnArbTreMic,AcnArb,1,5,0,0.506693643,2,Hetero.diff,12
8NEI,AcnArbTreMic,AcnArb,2,0,0,0,0,Hetero.diff,12
8NEI,AcnArbTreMic,TreMic,3,0,0,0,0,Hetero.diff,12
8NEI,AcnArbTreMic,TreMic,4,0,0,0,0,Hetero.diff,12
8NEI,All,AcnArb,3,1,0,0.693147181,1,Hetero.All,4
8NEI,All,AcnArb,10,1,0,0.693147181,1,Hetero.All,4
8NEI,All,CapBac,7,0,0,0,0,Hetero.All,4
8NEI,All,CapBac,11,0,0,0,0,Hetero.All,4
8NEI,All,CasDec,1,0,0,0,0,Hetero.All,4
8NEI,All,CasDec,8,0,0,0,0,Hetero.All,4
8NEI,All,CasSyl,4,1,0,0.693147181,1,Hetero.All,4
8NEI,All,CasSyl,12,1,0,0.693147181,1,Hetero.All,4
8NEI,All,CelIgu,5,3,0,0.287682072,3,Hetero.All,4
8NEI,All,CelIgu,6,1,0,0.693147181,1,Hetero.All,4
8NEI,All,TreMic,2,0,0,0,0,Hetero.All,4
8NEI,All,TreMic,9,2,0,0.405465108,2,Hetero.All,4
8NEI,CapBac,CapBac,1,3,0,0.287682072,3,Intra,24
8NEI,CapBac,CapBac,2,0,0,0,0,Intra,24
8NEI,CapBac,CapBac,3,0,0,0,0,Intra,24
8NEI,CapBac,CapBac,4,1,0,0.693147181,1,Intra,24
8NEI,CapBacCasDec,CapBac,1,0,0,0,0,Hetero.diff,12
8NEI,CapBacCasDec,CapBac,2,0,0,0,0,Hetero.diff,12
8NEI,CapBacCasDec,CasDec,3,0,0,0,0,Hetero.diff,12
8NEI,CapBacCasDec,CasDec,4,0,0,0,0,Hetero.diff,12
8NEI,CapBacCasSyl,CapBac,3,2,0,0.405465108,2,Hetero.diff,12
8NEI,CapBacCasSyl,CapBac,4,0,0,0,0,Hetero.diff,12
8NEI,CapBacCasSyl,CasSyl,1,2,0,0.405465108,2,Hetero.diff,12
8NEI,CapBacCasSyl,CasSyl,2,0,0,0,0,Hetero.diff,12
8NEI,CapBacCelIgu,CapBac,3,4,0,0.31430433,3,Hetero.diff,12
8NEI,CapBacCelIgu,CapBac,4,2,0,0.405465108,2,Hetero.diff,12
8NEI,CapBacCelIgu,CelIgu,1,3,0,0.287682072,3,Hetero.diff,12
8NEI,CapBacCelIgu,CelIgu,2,3,0,0.287682072,3,Hetero.diff,12
8NEI,CapBacTreMic,CapBac,3,0,0,0,0,Hetero.diff,12
8NEI,CapBacTreMic,CapBac,4,2,0,0.405465108,2,Hetero.diff,12
8NEI,CapBacTreMic,TreMic,1,0,0,0,0,Hetero.diff,12
8NEI,CapBacTreMic,TreMic,2,0,0,0,0,Hetero.diff,12
8NEI,CasDec,CasDec,1,0,0,0,0,Intra,24
8NEI,CasDec,CasDec,2,0,0,0,0,Intra,24
8NEI,CasDec,CasDec,3,0,0,0,0,Intra,24
8NEI,CasDec,CasDec,4,0,0,0,0,Intra,24
8NEI,CasDecCasSyl,CasDec,1,0,0,0,0,Hetero.same,12
8NEI,CasDecCasSyl,CasDec,2,0,0,0,0,Hetero.same,12
8NEI,CasDecCasSyl,CasSyl,3,0,0,0,0,Hetero.same,12
8NEI,CasDecCasSyl,CasSyl,4,0,0,0,0,Hetero.same,12
8NEI,CasDecCelIgu,CasDec,1,0,0,0,0,Hetero.diff,12
8NEI,CasDecCelIgu,CasDec,2,0,0,0,0,Hetero.diff,12
8NEI,CasDecCelIgu,CelIgu,3,1,0,0.693147181,1,Hetero.diff,12
8NEI,CasDecCelIgu,CelIgu,4,1,0,0.693147181,1,Hetero.diff,12
8NEI,CasDecTreMic,CasDec,1,0,0,0,0,Hetero.diff,12
8NEI,CasDecTreMic,CasDec,2,0,0,0,0,Hetero.diff,12
8NEI,CasDecTreMic,TreMic,3,1,0,0.693147181,1,Hetero.diff,12
8NEI,CasDecTreMic,TreMic,4,0,0,0,0,Hetero.diff,12
8NEI,CasSyl,CasSyl,1,0,0,0,0,Intra,24
8NEI,CasSyl,CasSyl,2,0,0,0,0,Intra,24
8NEI,CasSyl,CasSyl,3,0,0,0,0,Intra,24
8NEI,CasSyl,CasSyl,4,0,0,0,0,Intra,24
8NEI,CasSylCelIgu,CasSyl,1,0,0,0,0,Hetero.diff,12
8NEI,CasSylCelIgu,CasSyl,2,1,0,0.693147181,1,Hetero.diff,12
8NEI,CasSylCelIgu,CelIgu,3,0,0,0,0,Hetero.diff,12
8NEI,CasSylCelIgu,CelIgu,4,0,0,0,0,Hetero.diff,12
8NEI,CasSylTreMic,CasSyl,1,0,0,0,0,Hetero.diff,12
8NEI,CasSylTreMic,CasSyl,2,0,0,0,0,Hetero.diff,12
8NEI,CasSylTreMic,TreMic,3,0,0,0,0,Hetero.diff,12
8NEI,CasSylTreMic,TreMic,4,0,0,0,0,Hetero.diff,12
8NEI,CelIgu,CelIgu,1,0,0,0,0,Intra,24
8NEI,CelIgu,CelIgu,2,0,0,0,0,Intra,24
8NEI,CelIgu,CelIgu,3,3,0,0.287682072,3,Intra,24
8NEI,CelIgu,CelIgu,4,4,0,0.475497729,2,Intra,24
8NEI,CelIguCasSyl,CasSyl,1,0,0,0,0,Hetero.diff,12
8NEI,CelIguCasSyl,CasSyl,2,0,0,0,0,Hetero.diff,12
8NEI,CelIguCasSyl,CelIgu,3,0,0,0,0,Hetero.diff,12
8NEI,CelIguCasSyl,CelIgu,4,0,0,0,0,Hetero.diff,12
8NEI,CelIguTreMic,CelIgu,3,2,0,0.405465108,2,Hetero.same,12
8NEI,CelIguTreMic,CelIgu,4,0,0,0,0,Hetero.same,12
8NEI,CelIguTreMic,TreMic,1,2,0,0.405465108,2,Hetero.same,12
8NEI,CelIguTreMic,TreMic,2,0,0,0,0,Hetero.same,12
8NEI,TreMic,TreMic,1,1,0,0.693147181,1,Intra,24
8NEI,TreMic,TreMic,2,0,0,0,0,Intra,24
8NEI,TreMic,TreMic,3,0,0,0,0,Intra,24
8NEI,TreMic,TreMic,4,1,0,0.693147181,1,Intra,24
9DITO,AcnArb,AcnArb,1,1,0,0.693147181,1,Intra,24
9DITO,AcnArb,AcnArb,2,1,0,0.693147181,1,Intra,24
9DITO,AcnArb,AcnArb,3,0,0,0,0,Intra,24
9DITO,AcnArb,AcnArb,4,1,0,0.693147181,1,Intra,24
9DITO,AcnArbCapBac,AcnArb,1,1,0,0.693147181,1,Hetero.same,12
9DITO,AcnArbCapBac,AcnArb,2,1,0,0.693147181,1,Hetero.same,12
9DITO,AcnArbCapBac,CapBac,3,0,0,0,0,Hetero.same,12
9DITO,AcnArbCapBac,CapBac,4,1,0,0.693147181,1,Hetero.same,12
9DITO,AcnArbCasDec,AcnArb,1,1,0,0.693147181,1,Hetero.diff,12
9DITO,AcnArbCasDec,AcnArb,2,2,0,0.405465108,2,Hetero.diff,12
9DITO,AcnArbCasDec,CasDec,3,0,0,0,0,Hetero.diff,12
9DITO,AcnArbCasDec,CasDec,4,6,0,0.693147181,1,Hetero.diff,12
9DITO,AcnArbCasSyl,AcnArb,1,23,0,0.34999347,4,Hetero.diff,12
9DITO,AcnArbCasSyl,AcnArb,2,1,0,0.693147181,1,Hetero.diff,12
9DITO,AcnArbCasSyl,CasSyl,3,0,0,0,0,Hetero.diff,12
9DITO,AcnArbCasSyl,CasSyl,4,0,0,0,0,Hetero.diff,12
9DITO,AcnArbCelIgu,AcnArb,1,2,0,0.405465108,2,Hetero.diff,12
9DITO,AcnArbCelIgu,AcnArb,2,2,0,0.405465108,2,Hetero.diff,12
9DITO,AcnArbCelIgu,CelIgu,3,0,0,0,0,Hetero.diff,12
9DITO,AcnArbCelIgu,CelIgu,4,0,0,0,0,Hetero.diff,12
9DITO,AcnArbTreMic,AcnArb,1,0,0,0,0,Hetero.diff,12
9DITO,AcnArbTreMic,AcnArb,2,1,0,0.693147181,1,Hetero.diff,12
9DITO,AcnArbTreMic,TreMic,3,1,0,0.693147181,1,Hetero.diff,12
9DITO,AcnArbTreMic,TreMic,4,0,0,0,0,Hetero.diff,12
9DITO,All,AcnArb,3,0,0,0,0,Hetero.All,4
9DITO,All,AcnArb,5,103,0,0.659551742,2,Hetero.All,4
9DITO,All,AcnArb,6,0,0,0,0,Hetero.All,4
9DITO,All,AcnArb,10,2,0,0.405465108,2,Hetero.All,4
9DITO,All,CapBac,2,0,0,0,0,Hetero.All,4
9DITO,All,CapBac,7,0,0,0,0,Hetero.All,4
9DITO,All,CapBac,9,2,0,0.405465108,2,Hetero.All,4
9DITO,All,CapBac,11,0,0,0,0,Hetero.All,4
9DITO,All,CasDec,1,0,0,0,0,Hetero.All,4
9DITO,All,CasDec,8,3,0,0.43644444,2,Hetero.All,4
9DITO,All,CasSyl,4,1,0,0.693147181,1,Hetero.All,4
9DITO,All,CasSyl,10,0,0,0,0,Hetero.All,4
9DITO,All,CasSyl,12,0,0,0,0,Hetero.All,4
9DITO,All,CelIgu,3,0,0,0,0,Hetero.All,4
9DITO,All,CelIgu,5,0,0,0,0,Hetero.All,4
9DITO,All,CelIgu,6,0,0,0,0,Hetero.All,4
9DITO,All,CelIgu,12,1,0,0.693147181,1,Hetero.All,4
9DITO,All,TreMic,2,1,0,0.693147181,1,Hetero.All,4
9DITO,All,TreMic,7,0,0,0,0,Hetero.All,4
9DITO,All,TreMic,9,0,0,0,0,Hetero.All,4
9DITO,All,TreMic,11,0,0,0,0,Hetero.All,4
9DITO,CapBac,CapBac,1,0,0,0,0,Intra,24
9DITO,CapBac,CapBac,2,1,0,0.693147181,1,Intra,24
9DITO,CapBac,CapBac,3,13,0,0.693147181,1,Intra,24
9DITO,CapBac,CapBac,4,0,0,0,0,Intra,24
9DITO,CapBacCasDec,CapBac,3,5,0,0.693147181,1,Hetero.diff,12
9DITO,CapBacCasDec,CapBac,4,0,0,0,0,Hetero.diff,12
9DITO,CapBacCasDec,CasDec,1,1,0,0.693147181,1,Hetero.diff,12
9DITO,CapBacCasDec,CasDec,2,0,0,0,0,Hetero.diff,12
9DITO,CapBacCasSyl,CapBac,3,0,0,0,0,Hetero.diff,12
9DITO,CapBacCasSyl,CapBac,4,2,0,0.405465108,2,Hetero.diff,12
9DITO,CapBacCasSyl,CasSyl,1,0,0,0,0,Hetero.diff,12
9DITO,CapBacCasSyl,CasSyl,2,0,0,0,0,Hetero.diff,12
9DITO,CapBacCelIgu,CapBac,1,1,0,0.693147181,1,Hetero.diff,12
9DITO,CapBacCelIgu,CapBac,2,2,0,0.405465108,2,Hetero.diff,12
9DITO,CapBacCelIgu,CelIgu,3,3,0,0.43644444,2,Hetero.diff,12
9DITO,CapBacCelIgu,CelIgu,4,0,0,0,0,Hetero.diff,12
9DITO,CapBacTreMic,CapBac,3,0,0,0,0,Hetero.diff,12
9DITO,CapBacTreMic,CapBac,4,0,0,0,0,Hetero.diff,12
9DITO,CapBacTreMic,TreMic,1,3,0,0.287682072,3,Hetero.diff,12
9DITO,CapBacTreMic,TreMic,2,2,0,0.405465108,2,Hetero.diff,12
9DITO,CasDec,CasDec,1,0,0,0,0,Intra,24
9DITO,CasDec,CasDec,2,0,0,0,0,Intra,24
9DITO,CasDec,CasDec,3,0,0,0,0,Intra,24
9DITO,CasDec,CasDec,4,0,0,0,0,Intra,24
9DITO,CasDecCasSyl,CasDec,3,0,0,0,0,Hetero.same,12
9DITO,CasDecCasSyl,CasDec,4,0,0,0,0,Hetero.same,12
9DITO,CasDecCasSyl,CasSyl,1,0,0,0,0,Hetero.same,12
9DITO,CasDecCasSyl,CasSyl,2,2,0,0.405465108,2,Hetero.same,12
9DITO,CasDecCelIgu,CasDec,1,0,0,0,0,Hetero.diff,12
9DITO,CasDecCelIgu,CasDec,2,0,0,0,0,Hetero.diff,12
9DITO,CasDecCelIgu,CelIgu,3,0,0,0,1,Hetero.diff,12
9DITO,CasDecCelIgu,CelIgu,4,1,0,0.693147181,1,Hetero.diff,12
9DITO,CasDecTreMic,CasDec,3,0,0,0,0,Hetero.diff,12
9DITO,CasDecTreMic,CasDec,4,0,0,0,0,Hetero.diff,12
9DITO,CasDecTreMic,TreMic,1,0,0,0,0,Hetero.diff,12
9DITO,CasDecTreMic,TreMic,2,0,0,0,0,Hetero.diff,12
9DITO,CasSyl,CasSyl,1,2,0,0.405465108,2,Intra,24
9DITO,CasSyl,CasSyl,2,0,0,0,0,Intra,24
9DITO,CasSyl,CasSyl,3,0,0,0,0,Intra,24
9DITO,CasSyl,CasSyl,4,0,0,0,0,Intra,24
9DITO,CasSylCelIgu,CasSyl,1,1,0,0.693147181,1,Hetero.diff,12
9DITO,CasSylCelIgu,CasSyl,2,0,0,0,0,Hetero.diff,12
9DITO,CasSylCelIgu,CelIgu,3,0,0,0,0,Hetero.diff,12
9DITO,CasSylCelIgu,CelIgu,4,0,0,0,0,Hetero.diff,12
9DITO,CasSylTreMic,CasSyl,1,0,0,0,0,Hetero.diff,12
9DITO,CasSylTreMic,CasSyl,2,0,0,0,0,Hetero.diff,12
9DITO,CasSylTreMic,TreMic,3,0,0,0,0,Hetero.diff,12
9DITO,CasSylTreMic,TreMic,4,0,0,0,0,Hetero.diff,12
9DITO,CelIgu,CelIgu,1,0,0,0,0,Intra,24
9DITO,CelIgu,CelIgu,2,0,0,0,0,Intra,24
9DITO,CelIgu,CelIgu,3,11,0,0.359587847,4,Intra,24
9DITO,CelIgu,CelIgu,4,1,0,0.693147181,1,Intra,24
9DITO,CelIguTreMic,CelIgu,3,0,0,0,0,Hetero.same,12
9DITO,CelIguTreMic,CelIgu,4,1,0,0.693147181,1,Hetero.same,12
9DITO,CelIguTreMic,TreMic,1,0,0,0,0,Hetero.same,12
9DITO,CelIguTreMic,TreMic,2,0,0,0,0,Hetero.same,12
9DITO,TreMic,TreMic,1,2,0,0.405465108,2,Intra,24
9DITO,TreMic,TreMic,2,1,0,0.693147181,1,Intra,24
9DITO,TreMic,TreMic,3,0,0,0,0,Intra,24
9DITO,TreMic,TreMic,4,0,0,0,0,Intra,24
10JG,AcnArb,AcnArb,1,0,0,0,0,Intra,24
10JG,AcnArb,AcnArb,2,0,0,0,0,Intra,24
10JG,AcnArb,AcnArb,3,0,0,0,0,Intra,24
10JG,AcnArb,AcnArb,4,1,0,0.693147181,1,Intra,24
10JG,AcnArbCapBac,AcnArb,1,44,0,0.360647402,4,Hetero.same,12
10JG,AcnArbCapBac,AcnArb,2,2,0,0.405465108,2,Hetero.same,12
10JG,AcnArbCapBac,CapBac,3,0,0,0,0,Hetero.same,12
10JG,AcnArbCapBac,CapBac,4,1,0,0.693147181,1,Hetero.same,12
10JG,AcnArbCasDec,AcnArb,1,1,0,0.693147181,2,Hetero.diff,12
10JG,AcnArbCasDec,AcnArb,2,1,0,0.693147181,1,Hetero.diff,12
10JG,AcnArbCasDec,CasDec,3,0,0,0,0,Hetero.diff,12
10JG,AcnArbCasDec,CasDec,4,0,0,0,0,Hetero.diff,12
10JG,AcnArbCasSyl,AcnArb,3,9,0,0.243146895,5,Hetero.diff,12
10JG,AcnArbCasSyl,AcnArb,4,2,0,0.405465108,2,Hetero.diff,12
10JG,AcnArbCasSyl,CasSyl,1,2,0,0.693147181,1,Hetero.diff,12
10JG,AcnArbCasSyl,CasSyl,2,0,0,0,0,Hetero.diff,12
10JG,AcnArbCelIgu,AcnArb,1,55,0,0.610343173,4,Hetero.diff,12
10JG,AcnArbCelIgu,AcnArb,2,1,0,0.693147181,1,Hetero.diff,12
10JG,AcnArbCelIgu,CelIgu,3,0,0,0,0,Hetero.diff,12
10JG,AcnArbCelIgu,CelIgu,4,0,0,0,0,Hetero.diff,12
10JG,AcnArbTreMic,AcnArb,3,93,0,0.560934719,6,Hetero.diff,12
10JG,AcnArbTreMic,AcnArb,4,1,0,0.693147181,1,Hetero.diff,12
10JG,AcnArbTreMic,TreMic,1,0,0,0,0,Hetero.diff,12
10JG,AcnArbTreMic,TreMic,2,0,0,0,0,Hetero.diff,12
10JG,All,AcnArb,3,1,0,0.693147181,1,Hetero.All,4
10JG,All,AcnArb,10,2,0,0.693147181,1,Hetero.All,4
10JG,All,CapBac,7,0,0,0,0,Hetero.All,4
10JG,All,CapBac,11,1,0,0.693147181,1,Hetero.All,4
10JG,All,CapBac,12,0,0,0,0,Hetero.All,4
10JG,All,CasDec,1,0,0,0,0,Hetero.All,4
10JG,All,CasDec,4,1,0,0.693147181,1,Hetero.All,4
10JG,All,CasDec,8,0,0,0,0,Hetero.All,4
10JG,All,CasDec,11,0,0,0,0,Hetero.All,4
10JG,All,CasSyl,1,0,0,0,0,Hetero.All,4
10JG,All,CasSyl,4,3,0,0.693147181,1,Hetero.All,4
10JG,All,CasSyl,8,1,0,0.693147181,1,Hetero.All,4
10JG,All,CasSyl,12,0,0,0,0,Hetero.All,4
10JG,All,CelIgu,5,0,0,0,0,Hetero.All,4
10JG,All,CelIgu,6,0,0,0,0,Hetero.All,4
10JG,All,TreMic,2,0,0,0,0,Hetero.All,4
10JG,All,TreMic,9,2,0,0.405465108,2,Hetero.All,4
10JG,CapBac,CapBac,1,3,0,0.287682072,3,Intra,24
10JG,CapBac,CapBac,2,1,0,0.693147181,1,Intra,24
10JG,CapBac,CapBac,3,2,0,0.405465108,2,Intra,24
10JG,CapBac,CapBac,4,1,0,0.693147181,1,Intra,24
10JG,CapBacCasDec,CapBac,1,0,0,0,0,Hetero.diff,12
10JG,CapBacCasDec,CapBac,2,0,0,0,0,Hetero.diff,12
10JG,CapBacCasDec,CasDec,3,0,0,0,0,Hetero.diff,12
10JG,CapBacCasDec,CasDec,4,0,0,0,0,Hetero.diff,12
10JG,CapBacCasSyl,CapBac,3,8,0,0.693147181,1,Hetero.diff,12
10JG,CapBacCasSyl,CapBac,4,0,0,0,0,Hetero.diff,12
10JG,CapBacCasSyl,CasSyl,1,0,0,0,0,Hetero.diff,12
10JG,CapBacCasSyl,CasSyl,2,0,0,0,0,Hetero.diff,12
10JG,CapBacCelIgu,CapBac,1,0,0,0,0,Hetero.diff,12
10JG,CapBacCelIgu,CapBac,2,0,0,0,0,Hetero.diff,12
10JG,CapBacCelIgu,CelIgu,3,1,0,0.693147181,1,Hetero.diff,12
10JG,CapBacCelIgu,CelIgu,4,0,0,0,0,Hetero.diff,12
10JG,CapBacTreMic,CapBac,1,0,0,0,0,Hetero.diff,12
10JG,CapBacTreMic,CapBac,2,0,0,0,0,Hetero.diff,12
10JG,CapBacTreMic,TreMic,3,45,0,0.334924474,4,Hetero.diff,12
10JG,CapBacTreMic,TreMic,4,2,0,0.405465108,2,Hetero.diff,12
10JG,CasDec,CasDec,1,0,0,0,0,Intra,24
10JG,CasDec,CasDec,2,0,0,0,0,Intra,24
10JG,CasDec,CasDec,3,0,0,0,0,Intra,24
10JG,CasDec,CasDec,4,0,0,0,0,Intra,24
10JG,CasDecCasSyl,CasDec,1,0,0,0,0,Hetero.same,12
10JG,CasDecCasSyl,CasDec,2,0,0,0,0,Hetero.same,12
10JG,CasDecCasSyl,CasSyl,3,0,0,0,0,Hetero.same,12
10JG,CasDecCasSyl,CasSyl,4,0,0,0,0,Hetero.same,12
10JG,CasDecCelIgu,CasDec,1,0,0,0,0,Hetero.diff,12
10JG,CasDecCelIgu,CasDec,2,0,0,0,0,Hetero.diff,12
10JG,CasDecCelIgu,CelIgu,3,1,0,0.693147181,1,Hetero.diff,12
10JG,CasDecCelIgu,CelIgu,4,0,0,0,0,Hetero.diff,12
10JG,CasDecTreMic,CasDec,1,0,0,0,0,Hetero.diff,12
10JG,CasDecTreMic,CasDec,2,1,0,0.693147181,1,Hetero.diff,12
10JG,CasDecTreMic,TreMic,3,1,0,0.693147181,1,Hetero.diff,12
10JG,CasDecTreMic,TreMic,4,0,0,0,0,Hetero.diff,12
10JG,CasSyl,CasSyl,1,1,0,0.693147181,1,Intra,24
10JG,CasSyl,CasSyl,2,0,0,0,0,Intra,24
10JG,CasSyl,CasSyl,3,0,0,0,0,Intra,24
10JG,CasSyl,CasSyl,4,0,0,0,0,Intra,24
10JG,CasSylTreMic,CasSyl,1,0,0,0,0,Hetero.diff,12
10JG,CasSylTreMic,CasSyl,2,0,0,0,0,Hetero.diff,12
10JG,CasSylTreMic,TreMic,3,0,0,0,0,Hetero.diff,12
10JG,CasSylTreMic,TreMic,4,1,0,0.693147181,1,Hetero.diff,12
10JG,CelIgu,CelIgu,1,1,0,0.693147181,1,Intra,24
10JG,CelIgu,CelIgu,2,1,0,0.693147181,1,Intra,24
10JG,CelIgu,CelIgu,3,0,0,0,0,Intra,24
10JG,CelIgu,CelIgu,4,1,0,0.693147181,1,Intra,24
10JG,CelIguTreMic,CelIgu,3,0,0,0,0,Hetero.same,12
10JG,CelIguTreMic,CelIgu,4,0,0,0,0,Hetero.same,12
10JG,CelIguTreMic,TreMic,1,0,0,0,0,Hetero.same,12
10JG,CelIguTreMic,TreMic,2,0,0,0,0,Hetero.same,12
10JG,TreMic,TreMic,1,0,0,0,0,Intra,24
10JG,TreMic,TreMic,2,0,0,0,0,Intra,24
10JG,TreMic,TreMic,3,0,0,0,0,Intra,24
10JG,TreMic,TreMic,4,0,0,0,0,Intra,24
